from,to,cost,flow
14302,14289,0.137196381,27.71008
14301,14295,0.151069139,55.420161
14300,14284,0.278521621,53.110987
14299,13854,0.183829694,53.110987
14298,14297,0.264004573,53.110987
14297,13849,0.211869771,106.22197
14296,12764,0.436272909,108.53115
14295,14293,0.184347123,0.0
14294,14290,0.219052917,53.110987
14293,13242,0.136156298,0.0
14292,13728,0.052663449,53.110987
14291,14288,0.143284468,0.0
14290,14289,0.050881973,106.22197
14289,13220,0.043057186,187.04304
14288,14286,0.051078151,53.110987
14287,13700,0.06986269,53.110987
14286,13700,0.191455417,106.22197
14285,5013,0.09786988,133.93205
14284,14267,0.215343086,80.821068
14283,14266,0.115411388,0.0
14271,14282,0.081310137,809.19039
14281,12055,0.666875701,192.43111
14280,11992,0.165207515,-0.0
14279,13917,0.05831179,26.555494
14278,12363,0.226288676,26.555494
14277,14037,0.04314994,53.110987
14276,13294,0.041067367,0.0
14275,12715,0.450794241,27.71008
14274,12131,0.400552871,-0.0
14273,13209,0.065375157,88.518312
14272,13262,0.051088618,53.110987
14267,14271,0.062247888,781.48031
14270,13564,0.467144277,53.110987
14269,14268,0.215223039,0.0
14268,14267,0.192460246,53.110987
13854,14267,0.190619478,594.43727
14266,13856,0.018838262,53.110987
14265,14264,0.148592968,53.110987
14264,14263,0.250909316,106.22197
14263,13856,0.505523172,159.33296
14262,13382,0.304533654,53.110987
14261,14244,0.128323922,53.110987
14260,12758,0.183717142,53.110987
14259,339,0.377110166,53.110987
14258,12679,0.797200914,27.71008
14257,4042,0.402647581,27.71008
14256,13329,0.203545374,0.0
14255,6817,0.443944991,53.110987
14254,12715,0.405864369,53.110987
14253,870,0.61389347,27.71008
14252,13229,0.620650855,53.110987
14251,399,0.249283637,53.110987
14250,991,0.721591147,53.110987
14249,13850,0.230238152,0.0
14248,12763,0.236376964,53.110987
14247,12756,0.098711319,4.9337504
14246,12755,0.220907653,53.110987
14245,12772,0.19035751,53.110987
14244,12757,0.109595351,145.47792
14243,13847,0.464433253,27.71008
14242,12802,0.124400123,27.71008
14241,12855,0.365742021,27.71008
14240,13847,0.505356317,0.0
14239,13845,0.198137459,0.0
14238,12880,0.057223955,27.71008
14237,4037,0.976019664,27.71008
14236,7729,0.860884668,53.110987
14235,7729,0.757688079,53.110987
14234,12878,0.540174435,27.71008
14233,6552,0.315001639,27.71008
14232,12879,0.352680633,53.110987
14231,12886,0.322431103,145.47792
14230,12885,0.300085572,53.110987
14229,12882,0.210366846,27.71008
14228,14217,0.253699844,27.71008
14227,12806,1.154209699,1e-12
14226,13385,0.157799974,0.0
14225,12884,0.448921119,53.110987
14224,7768,2.067528711,53.110987
14223,1959,1.32928605,53.110987
14222,12845,0.983918547,53.110987
14221,14220,1.15938111,53.110987
14220,12840,0.05506307,106.22197
14219,3651,0.737479753,53.110987
14218,4682,1.122129539,53.110987
14217,13304,0.372973527,80.821068
14216,12809,0.278004286,53.110987
14215,5636,0.185547679,53.110987
14214,12844,0.341489884,53.110987
14213,14212,0.198868039,1e-12
14212,12823,0.256554348,106.22197
14211,13470,0.151242031,53.110987
14210,12823,0.09131453,0.0
14209,12824,0.456822021,53.110987
14208,13334,0.037240262,53.110987
14207,12817,0.5473351,53.110987
13836,14206,0.345636646,302.08409
14205,13836,0.113356985,53.110987
14204,12813,0.196225293,27.71008
14203,12791,0.625463613,27.199784
14202,13889,0.398116208,27.71008
14201,14199,0.177525703,1e-12
14200,14198,0.160008142,0.0
14199,5897,0.341216538,5609.9225
13254,14198,1.115202363,5473.6813
14197,7886,0.496267813,27.71008
13306,14196,0.447676899,4448.6744
14195,1923,0.902468045,53.110987
14194,4604,0.434271029,53.110987
14193,12846,0.499493255,1e-12
14192,2351,0.025490332,26.555494
14191,13519,0.03717408,53.110987
14190,13920,0.099381288,1e-12
14189,13427,0.012517251,0.0
14188,14187,0.018827067,27.71008
14187,12828,0.043775146,1e-12
14186,14022,0.078455749,0.0
14185,12858,0.174435234,26.149406
14184,12883,0.219038473,11.559677
14183,13158,0.098532463,1e-12
14182,13833,0.033785266,27.71008
14181,7962,0.443224639,265.55494
14180,13908,0.169778681,88.518312
14179,13739,2.323970658,3.8486223
14178,4340,0.284676884,53.110987
14177,13043,0.922470588,53.110987
14176,13040,1.040038906,53.110987
14174,14175,1.031440442,209.86338
14174,14173,1.206177414,0.0
3938,14173,1.511161397,103.64141
14172,1971,1.397197712,53.110987
14171,13689,0.389715953,53.110987
14170,4235,0.093200058,1e-12
4235,14169,1.326739107,475.13851
14168,14167,2.313141098,53.110987
14167,13337,2.334359533,106.22197
14166,12895,0.918087603,53.110987
14165,2817,0.842443817,53.110987
14164,14159,0.783814595,53.110987
14163,12919,0.948682113,27.71008
14162,12898,0.390969257,5.3990988
14161,13348,0.548176022,53.110987
14160,11969,0.600760402,53.110987
14159,12929,0.74185364,106.22197
14158,13959,0.288227776,27.71008
14157,13964,0.248393646,53.110987
14156,13652,0.14790598,53.110987
14155,12134,0.40244768,53.110987
12135,14154,1.307171438,1157.3999
14153,13962,0.063742119,53.110987
14152,13962,0.104272388,53.110987
14151,13240,0.290803439,53.110987
14150,13402,0.225982134,53.110987
14149,13964,0.035066272,53.110987
14148,6584,1.139020767,53.110987
14146,14147,0.931757644,152.36067
13677,14146,1.159595193,99.249681
14145,12940,0.40779999,53.110987
14144,12928,2.405239488,53.110987
14143,12936,0.313861803,1e-12
14142,12959,0.136392308,27.71008
14141,12958,0.202788168,27.71008
14140,12956,0.061920978,1e-12
14139,14137,0.681103829,27.71008
14138,4202,0.169208041,27.71008
14137,14136,0.33597606,80.821068
14136,12956,0.210057695,108.53115
14135,13633,0.156466439,1e-12
14134,13831,0.205063973,27.71008
14133,4845,0.149656561,27.71008
14132,12054,1.288429533,53.110987
14131,14032,0.01961365,53.110987
14130,13458,0.136031686,53.110987
14129,13407,0.113288661,1e-12
14128,14127,0.124062107,192.43111
14127,14126,0.143062376,1e-12
14126,13328,0.516705835,577.29334
14125,3358,1.016753307,53.110987
14124,13920,0.017778375,26.555494
14123,12948,0.117575356,0.0
14122,979,0.891412387,53.110987
14121,13569,0.739862924,53.110987
14120,14119,0.237126327,53.110987
14119,14118,0.831779105,106.22197
14118,13163,0.104902927,0.0
14117,13067,0.45936826,53.110987
14116,344,0.146251255,27.71008
14115,14114,0.143271269,53.110987
14114,13128,0.351733276,80.821068
14113,13133,0.293011804,27.71008
14112,13159,0.20430627,27.71008
14111,13157,0.443931436,27.71008
14110,13135,0.347482135,27.71008
14109,12893,0.905275529,53.110987
14108,13155,0.435325033,0.0
13099,14107,0.627609486,113.8478
14106,13105,0.030319417,53.110987
14105,12804,0.33277042,27.71008
14104,12875,0.091779268,53.110987
14103,7142,0.798351696,53.110987
14102,13962,0.190880544,53.110987
14101,14096,0.111242929,53.110987
14100,13480,0.197025422,53.110987
14099,13886,0.111285748,27.71008
14098,13886,0.518773329,27.71008
14096,14097,0.351070212,364.36265
13886,14096,0.372586037,283.54158
14095,4202,0.179194865,53.110987
14094,12954,0.684863061,53.110987
14091,14093,0.383362993,2316.3017
14092,12955,0.520825005,92.366934
13749,14091,0.293422262,2263.1907
14090,13885,0.241377125,53.110987
14089,3914,0.667105789,88.781987
14088,14087,0.135137009,53.110987
14087,13884,0.173179247,1e-12
14086,13884,0.090700391,53.110987
14085,13884,0.242145178,53.110987
14084,13884,1.04796055,53.110987
14082,14083,0.262629615,2245.7634
14076,14082,0.189056467,2218.0533
14081,13883,0.564186671,53.110987
14080,13882,0.757019606,53.110987
14079,6736,0.106031866,80.821068
14078,14077,1.814034049,53.110987
14077,13883,0.638601138,106.22197
6736,14076,1.907867993,2164.9423
14075,13881,0.468068641,1e-12
14074,14070,0.652323639,53.110987
14073,14072,0.712879073,53.110987
14072,4714,1.296434859,106.22197
14071,1274,0.216580798,1e-12
14070,2323,0.484764544,106.22197
14069,12951,0.448071986,0.0
14068,14054,0.361531389,27.71008
14067,14054,0.071312251,27.71008
14066,12982,0.725301392,53.110987
14065,13885,0.273440588,27.71008
14064,12983,0.24076033,27.71008
14063,13879,0.170157171,1e-12
14062,4946,0.578141211,53.110987
14061,13833,0.116925799,27.71008
14060,13877,0.027238166,27.71008
14059,14058,0.019157632,27.71008
14058,13877,0.145276428,80.821068
14057,12984,0.260837566,53.110987
14056,13480,1.097280892,53.110987
14055,12912,0.289266053,53.110987
14054,12950,0.343477974,108.53115
14053,12951,0.675039211,53.110987
14052,12996,0.206099805,1e-12
14051,12994,0.204292494,27.71008
14050,12995,0.377753326,0.13220124
14049,13710,0.019628168,1e-12
14048,13874,0.03569006,0.0
14047,13011,0.158301518,53.110987
14046,13010,0.310346698,53.110987
14045,13811,0.068137627,26.555494
14044,13496,0.159809657,26.555494
14043,13995,0.055367955,26.555494
14042,13443,0.159920053,53.110987
14041,13983,0.029090748,1e-12
14040,13432,0.118223974,26.555494
14039,13320,0.091524799,26.555494
14038,13245,0.121688264,53.110987
14037,7724,0.483787914,106.22197
14036,6816,0.459875103,106.22197
14035,13342,0.067736676,1e-12
14034,13319,0.088663454,53.110987
13230,14033,0.129547471,53.052819
14032,14031,0.04064683,106.22197
14031,13454,0.044568375,1e-12
14030,13313,0.047972996,1e-12
14029,13313,0.048570559,1e-12
14028,13572,0.052746474,53.110987
14027,13967,0.044813575,106.22197
14026,13357,0.038346025,53.110987
14025,12081,0.37459095,106.22197
14024,13623,0.106106835,0.0
14023,13494,0.018999089,53.110987
14022,13495,0.228034558,0.0
14021,13418,0.047087186,53.110987
14020,13489,0.051116529,53.110987
14019,14018,0.016385303,26.555494
14018,14017,0.028762375,53.110987
14017,14016,0.016101235,79.666481
14016,13326,0.019136504,106.22197
14015,13598,0.020267087,26.555494
14014,7391,0.081120452,1e-12
14013,13596,0.008263853,26.555494
14012,14010,0.030108512,26.555494
14011,13598,0.149676266,107.20982
14010,13366,0.058174093,53.110987
14009,13447,0.058752138,26.555494
14008,13554,0.080608034,26.555494
14007,13760,0.08675717,53.110987
14006,13606,0.035367616,1e-12
14005,13400,0.031482331,26.555494
14004,13399,0.053444547,26.555494
14003,13760,0.023316968,1e-12
13568,14002,0.050541637,79.571296
14001,13398,0.051492594,26.555494
14000,13346,0.068052646,26.555494
13999,13343,0.067158684,1e-12
13998,13721,0.271796622,26.555494
13997,13272,0.060073975,1e-12
13996,13600,0.028912223,26.555494
13995,12233,0.207412219,79.349198
13994,13600,0.095498644,0.0
13993,13202,0.054094859,242.88844
13992,12536,0.198521233,26.555494
13991,13733,0.095189485,1e-12
13990,13260,0.039822198,26.555494
13989,13705,0.136181473,1e-12
13988,13987,0.012368802,53.110987
13987,13986,0.272259337,106.22197
13986,13405,0.312558853,159.33296
13985,12545,0.02430929,26.555494
13984,12458,0.035661157,1e-12
13983,13534,0.649059638,53.110987
13982,13644,0.04542518,1e-12
13981,13980,0.016778237,88.518312
13980,13688,0.09824145,177.03662
13979,13707,0.067859875,0.0
13978,13977,0.031484919,26.555494
13977,13975,0.072062645,233.40556
13976,13974,0.073428263,26.555494
13975,6697,0.090637499,259.96105
13974,12320,0.048236174,206.53764
13973,12620,0.062559266,26.555494
13972,13724,0.041224945,26.555494
13971,13701,0.101249363,0.0
13608,13970,0.451101646,1053.3231
13969,13592,0.063883884,1e-12
13968,12816,0.169398057,27.71008
13967,13588,0.286468862,0.0
13966,4590,0.04721786,1e-12
13965,13725,0.028812156,0.0
13964,13402,0.411644065,159.33296
13963,12136,0.256239118,53.110987
13962,13240,0.764979952,212.44395
13961,13155,1.124722468,53.110987
13960,13136,0.527637102,53.110987
13959,12907,1.13823963,120.07701
13958,12379,0.021343307,26.555494
13957,13724,0.073085003,26.555494
13956,12353,0.111835508,0.0
13955,12356,0.099438771,26.555494
13954,13176,0.013454235,26.555494
13953,13176,0.023907717,26.555494
13952,13951,0.014480358,0.0
13951,13764,0.03042508,1e-12
13947,13950,0.135703717,179.0033
13949,13394,0.060982294,0.0
13948,13947,0.016284391,1e-12
13340,13947,0.058526854,125.89231
13946,13945,0.026850874,26.555494
13945,13278,0.015423363,53.110987
13944,13673,0.070119791,26.555494
13943,4008,0.086809565,26.555494
13942,13939,0.017982865,26.555494
13941,13940,0.013878582,26.555494
13940,2202,0.037499544,29.261883
13939,560,0.053158344,53.110987
13938,13937,0.016124645,1e-12
13937,1448,0.103556558,53.110987
13936,13934,0.016337662,1e-12
13935,13934,0.016514526,0.0
13934,13561,0.041394975,53.110987
13933,13440,0.012776649,26.555494
13932,12327,0.01701682,1e-12
13931,12327,0.026439771,1e-12
13192,13930,0.080619832,5e-13
13929,13316,0.04760281,0.0
13928,12282,0.024425692,26.555494
13927,13607,0.046646655,26.555494
13926,13925,0.015784429,26.555494
13925,2369,0.031706075,53.110987
13924,13893,0.015388756,1e-12
13923,4517,0.0270329,26.555494
13922,13479,0.022572428,26.555494
13921,13238,0.074268118,26.555494
13920,12317,0.054329333,79.666481
13919,13207,0.038398779,26.555494
13918,13501,0.018567708,26.555494
13917,13916,0.055519426,53.110987
13916,13553,0.018396826,79.666481
13914,13915,0.016246007,26.555494
13914,13522,0.045965355,0.0
13913,13300,0.013570712,26.555494
13912,13355,0.062979029,0.0
13911,13909,0.025815104,88.518312
13910,13909,0.016356208,88.518312
13909,13830,0.020400685,265.55494
13908,12318,0.16443484,115.07381
13907,13906,0.016699736,0.0
13906,13727,0.029586973,106.22197
13905,13312,0.079198655,1e-12
13904,12246,0.138195653,53.110987
13903,13593,0.024910483,53.110987
13902,13901,0.01623849,53.110987
13901,12313,0.201877647,106.22197
13900,13899,0.039810548,1e-12
13899,13512,0.217258122,106.22197
13898,13360,0.063053498,53.110987
13897,7677,0.118665565,26.555494
13896,13826,0.039462421,0.0
13895,13169,0.132300488,-0.0
13894,12847,0.207930065,1e-12
13893,13297,0.095696024,1e-12
13892,13798,0.039838239,24.289564
13891,13832,0.001870841,0.0
13046,13890,3.407142662,49.774228
13889,12829,0.739552976,27.71008
13888,13136,0.746041075,1e-12
13887,13105,0.289401337,53.110987
13480,13886,0.917572449,200.41134
13885,12983,0.833377527,133.93205
13884,2214,0.388508635,318.66592
13883,12910,1.242908464,212.44395
13882,6330,0.409776433,81.354921
13881,2323,0.821281683,106.22197
13880,12951,0.092345996,27.71008
13879,13833,0.33882699,106.22197
13878,13877,0.040419659,27.71008
13877,13557,0.242002584,163.95131
13833,13876,0.20061101,254.00907
13875,12993,0.146311253,27.71008
13874,12991,0.27789097,106.22197
13873,13323,0.099074287,159.33296
13872,13735,0.075342528,0.0
13871,13262,0.138470448,53.110987
13870,2042,0.091969831,5.1580325
13869,13809,0.080454015,686.6602
13868,13032,0.193058444,53.110987
13867,5679,0.326110859,99.492679
13866,12753,0.302144558,53.110987
13865,12751,0.249143358,53.110987
13864,13577,0.416207175,159.33296
13863,12737,0.310847253,53.110987
13862,12711,0.386894653,53.110987
13861,13859,0.439052724,212.44395
13860,12711,0.263683546,53.110987
13859,12711,0.550188542,371.77691
7696,13858,0.076481743,674.719
13857,13351,0.248866682,1e-12
13856,12757,0.286759878,1102.4554
13855,13853,0.092235269,53.110987
13505,13854,0.362767401,488.2153
13853,13505,0.638337411,159.33296
13852,13740,0.257673033,53.110987
13851,13497,0.027932655,53.110987
13850,12772,0.474433842,53.110987
13849,13206,0.096538579,181.24974
13848,13846,0.011332417,27.71008
13847,12851,0.818006188,0.0
13846,12799,0.070951271,55.420161
13845,13189,0.101182996,0.0
13285,13844,0.20613292,27.71008
13843,13487,0.24332586,53.110987
13842,12819,0.178409898,53.110987
13841,13840,0.016372374,1e-12
13840,12846,0.582881758,184.73387
13839,5636,0.725892154,53.110987
13838,12844,0.550641456,53.110987
13837,12824,0.17156106,53.110987
12823,13836,0.32229825,142.75113
13835,13720,0.200469791,27.71008
13834,13766,0.225506004,27.71008
13833,12997,0.345329015,0.0
13832,13475,0.295950866,0.0
13831,13701,0.366760518,55.420161
13830,5822,0.118422185,354.07325
13829,13258,0.200487204,53.110987
13828,13203,0.069278544,1e-12
13827,13556,0.664317204,53.110987
13826,2861,0.024971515,53.110987
13825,13824,0.015931877,53.110987
13824,1657,0.058878806,106.22197
13823,13822,0.015845952,53.110987
13822,12273,0.12442925,106.22197
13821,13820,0.016461889,1e-12
13820,12260,0.091315141,106.22197
13819,13266,0.546655429,26.555494
13818,13817,0.015985183,0.0
13817,13718,0.048950816,53.110987
13816,13815,0.02474809,53.110987
13815,13609,0.254918189,106.22197
13814,13813,0.025852043,0.0
13813,13527,0.065659664,53.110987
13812,13184,0.079406219,1e-12
13811,12023,0.170627453,0.0
13810,13434,0.161269231,1e-12
13809,13277,0.100239591,832.13812
13808,13261,0.023379939,53.110987
13807,13540,0.118303916,0.0
13806,13805,0.188057129,1e-12
13805,13414,0.244878529,106.22197
13804,13390,0.117461315,53.110987
13803,13642,0.112837,26.555494
13802,12790,0.172365484,26.555494
13801,13415,0.046601212,26.555494
13800,13177,0.066060643,26.555494
13799,13461,0.082413866,1e-12
13798,12777,0.080811163,50.845058
13797,13463,0.011843102,0.0
13796,13624,0.121629821,26.555494
13795,13694,0.143147708,26.555494
13794,13650,0.124349479,26.555494
13793,13195,0.078189559,26.555494
13792,13424,0.121960721,26.555494
13791,13289,0.058498207,26.555494
13790,13303,0.054444959,26.555494
13789,13448,0.089292574,0.0
13788,13287,0.101790874,61.962818
13787,13311,0.1069559,61.962818
13786,13620,0.180850484,26.555494
13785,13784,0.012905087,53.110987
13784,13543,0.116727742,106.22197
13783,12697,0.261177379,354.35076
13782,12685,0.212441,26.555494
13781,13175,0.057152466,88.518312
13780,13180,0.038747156,1e-12
13369,13779,0.135387367,663.39729
13778,141,0.572166301,53.110987
13777,13698,0.036442954,53.110987
13776,13231,0.038499032,53.110987
13775,13387,0.057907352,53.110987
13774,13651,0.069368163,0.0
13773,12576,0.062089572,53.110987
13772,13563,0.103549947,53.110987
13771,13484,0.087575418,1e-12
13770,13350,0.103810082,1e-12
13769,12159,0.430601576,1e-12
13768,13657,0.10986312,53.110987
12656,13767,0.409183598,149.78187
13766,13646,0.324672517,55.420161
13765,13646,0.337017283,167.3675
12361,13764,0.113498794,145.74258
13763,12093,1.065982849,88.518312
13762,13204,0.041977095,53.110987
13761,12193,0.051914228,53.110987
13760,13606,0.726194123,168.18479
13759,12819,0.09416594,0.0
13758,12820,0.357486752,53.110987
13757,12319,0.060165257,1e-12
13756,12583,0.276069938,26.555494
13755,12664,0.551895655,-0.0
13754,12201,0.108153386,0.0
13753,13169,0.210294719,-0.0
13752,13096,0.446652918,-0.0
13751,6374,0.169076463,-0.0
13750,12236,0.196590889,1e-12
13749,12955,0.620950953,0.0
13748,12740,0.200643658,5.6000446
13747,13662,0.108057109,26.555494
13746,13522,0.07021266,26.555494
13745,13007,0.122690929,55.420161
13744,13096,0.036294869,-0.0
13743,12056,0.45997878,53.110987
13742,12108,0.088168113,115.07381
13741,13721,0.081454446,26.555494
13740,13487,0.372809274,106.22197
13739,13478,1.800633784,3.8486223
13738,13290,0.147242992,1e-12
12023,13737,0.611881965,44.483534
13736,12124,0.224773452,-0.0
13735,13261,0.155693427,53.110987
13734,13322,0.077550678,53.110987
13733,12540,0.997402436,53.110987
13732,13713,0.149085914,88.518312
13731,12457,0.055992068,1e-12
13730,13478,1.698998602,-0.0
12476,13729,0.544343012,101.25914
13728,5013,0.270807067,404.57086
13727,12298,0.193755344,159.33296
13726,13007,0.044893741,92.366934
13725,13445,0.043082925,106.22197
13724,12378,0.081749173,191.66139
13723,12315,0.062748271,26.555494
13722,1495,0.056259108,92.366934
13721,4852,0.197159406,141.6293
13720,12815,0.414735796,55.420161
13719,13290,0.130755398,26.555494
13718,12215,0.127783738,159.33296
13717,12892,0.086553824,53.110987
13716,13391,0.279626308,53.110987
13715,12712,0.088477115,1e-12
13714,13308,0.046555488,26.555494
13713,12693,0.415949688,280.94943
13712,13122,0.061550372,53.110987
13711,13239,0.144685298,0.0
13710,13008,0.221887047,106.22197
13709,12295,0.068721328,1e-12
13708,12628,0.056964722,0.0
13707,12636,0.159917753,26.555494
13706,12115,0.289603061,88.518312
13705,3417,0.275528044,106.22197
13704,12580,0.167080974,88.518312
13703,12921,0.055742267,1e-12
13702,12437,0.546096504,-0.0
13701,13608,0.381455806,147.78709
13700,13206,0.005059216,212.44395
13699,13254,0.004183682,0.0
13698,12599,0.037230451,106.22197
13697,12657,0.549367101,254.44559
13696,13664,0.11597757,192.43111
13670,13695,0.40943977,141.12809
13694,5933,0.481703576,53.110987
13693,3841,0.106053039,88.518312
13692,12521,0.154527636,26.555494
13691,12289,0.168277974,88.518312
13690,11977,0.434889048,53.110987
13689,3938,0.558320966,53.110987
13688,13419,0.231108247,265.55494
13687,3221,0.418813505,0.0
13686,2502,0.1006497,1e-12
13685,13635,0.101012736,1e-12
13684,12515,0.352894253,53.110987
13683,13642,0.270433342,26.555494
13594,13682,0.036277392,1e-12
13681,2369,0.039570047,26.555494
13680,13663,0.285513494,53.110987
13679,6552,1.110662864,92.366934
13678,12313,0.018442996,53.110987
12939,13677,1.364140717,99.249681
13676,3609,0.090925991,53.110987
13675,3078,0.111730161,26.555494
13674,12264,0.206751569,1e-12
13673,12337,0.230935845,53.110987
13672,13671,0.185064917,26.555494
13671,13662,0.199154079,0.0
13329,13670,0.595261299,113.41801
13669,13361,0.059070508,0.0
13668,11988,5.151981203,-0.0
13667,13514,0.045472608,192.43111
13666,13628,0.586428651,0.0
13665,12003,0.422518597,26.555494
13664,12666,0.084037459,192.43111
13663,3221,0.12588921,79.666481
13662,13655,0.094788369,190.12194
13661,13366,0.038138354,0.0
13660,13208,0.041924045,26.555494
13659,13154,0.163452941,-0.0
13658,12302,0.173679862,53.110987
13657,12158,0.194506225,106.22197
13656,12147,0.454780078,53.110987
13655,11985,0.412065805,216.67743
13654,12227,0.049763697,53.110987
13653,13336,0.00041968,0.0
13652,12133,0.375156282,53.110987
13651,12585,0.369148697,106.22197
13650,12722,0.13247019,1e-12
13649,12131,0.976339967,88.518312
13648,12191,0.916705523,-0.0
13647,12613,0.290996301,61.962818
13646,13255,0.311202423,222.78766
13645,13546,0.171946345,53.110987
13644,12438,0.136626477,1e-12
13643,1287,0.237479066,1e-12
13642,13438,0.183417775,0.0
13641,13008,0.177328565,1e-12
13640,13488,0.061757388,26.555494
13639,4839,0.028043169,88.518312
13638,12152,0.632508414,0.0
13637,12925,0.477305325,53.110987
13636,13050,2.274704723,-0.0
13635,12117,0.258031077,245.5421
13634,12439,0.025213268,0.0
13633,12968,0.323042854,145.47792
13632,13145,0.596166697,-0.0
13631,4414,0.086978624,177.03662
13630,12454,0.206546193,26.555494
13629,7391,0.061916722,26.555494
13628,12437,0.040837102,0.0
13627,12552,0.103053466,1e-12
13626,5569,0.054873709,0.0
13625,13475,0.106852312,1e-12
13624,5933,1.344192419,53.110987
13623,13417,0.188238835,53.110987
13622,12273,0.059070832,53.110987
13621,13253,0.237513849,27.71008
13620,12662,0.576669462,53.110987
13619,11999,1.414274389,-0.0
13618,13511,0.23481365,-0.0
13617,13271,0.069831225,26.555494
13616,12283,0.054766369,26.555494
3497,13615,0.056401767,426.60375
13614,12706,0.1629003,26.555494
13613,13394,0.107497664,26.555494
13612,12089,0.069741855,1e-12
13611,12000,1.755567663,26.555494
13610,13267,0.384350648,-0.0
13609,12179,0.694196851,159.33296
4845,13608,0.352207555,877.82589
13607,12279,0.089043344,53.110987
13606,12104,0.280176449,221.29578
13605,13106,0.177621741,53.110987
13604,12478,0.559257434,26.555494
